,criminal,synopsis_plus_cast_info
0,0,"青森県立F高校の卒業生で校内新聞の編集長だった宮本孝は、卒業する時に交わした「7年経ったら皆で青森に帰郷しよう」という約束に従い、2泊3日の帰郷旅行の計画を立てて他のメンバー6人に寝台特急ゆうづる7号の切符と手紙を送った。そして出発当日の4月1日、上野駅には宮本を入れた6人（片岡清之、川島史郎、村上陽子、橋口まゆみ、町田隆夫）が顔を揃えたが、残る1人・安田章はゆうづる7号の発車時間になっても上野駅には現れなかった。ゆうづる7号は、1人足りない6人を乗せて上野駅を出発した。

一方、警視庁捜査一課の亀井刑事は、青森から上京した旧友・森下から「自分の教え子である松木紀子という女性が最近2年間消息不明なので一緒に彼女を探してほしい」と頼まれる。その帰り道、亀井刑事は上野駅のトイレの中で刺殺体が発見される事件に遭遇、その死体の主は待ち合わせの場所に来なかった安田章だった。

列車が仙台を過ぎた頃、町田が「川島の姿が見えない」と宮本を叩き起こす。確かに寝台の中に川島はいなかった。だが、川島が見つかることもなく、列車は青森駅に到着する。青森県警の三浦刑事が出迎え、5人は安田が殺されたことを知らされる。

当初、川島が安田を殺害して逃亡したのではと思われたが、川島はその後、鬼怒川で水死体で発見され、自殺と思われた。宮本ら5人は青森県警本部での事情聴取の後、三浦刑事から青森市内のホテルに足止めを喰らうが、ホテルの部屋で橋口まゆみが遺書を残して死亡する。自殺かとも思われたが他殺の疑いも濃厚であり、青森県警の捜査も混迷を極める。結局、決定的な証拠が見つからないまま県警の捜査本部は解散するが、今度は青森駅の待合室で村上陽子が他殺体で発見される。同じ頃、東京でも上野署の捜査本部が解散されようとしていたが、上野駅で片岡清之が毒殺されたとの連絡が入る。

最終的に旧友7人は、生存者が宮本と町田の2人になってしまう。

当然、どちらかが犯人と十津川警部ら捜査一課の刑事は結論を出すが、いずれか1人では全員を殺害することが物理的に不可能と判明する。

最後の1人が殺された時、意外な犯人の顔が浮かび上がった。動機は何なのか？ 十津川が7年前の悲痛な事件を暴き出した時、すべてが明らかになった！犯人は、亀井刑事!!!"
1,0,"青森県立F高校の卒業生で校内新聞の編集長だった宮本孝は、卒業する時に交わした「7年経ったら皆で青森に帰郷しよう」という約束に従い、2泊3日の帰郷旅行の計画を立てて他のメンバー6人に寝台特急ゆうづる7号の切符と手紙を送った。そして出発当日の4月1日、上野駅には宮本を入れた6人（片岡清之、川島史郎、村上陽子、橋口まゆみ、町田隆夫）が顔を揃えたが、残る1人・安田章はゆうづる7号の発車時間になっても上野駅には現れなかった。ゆうづる7号は、1人足りない6人を乗せて上野駅を出発した。

一方、警視庁捜査一課の亀井刑事は、青森から上京した旧友・森下から「自分の教え子である松木紀子という女性が最近2年間消息不明なので一緒に彼女を探してほしい」と頼まれる。その帰り道、亀井刑事は上野駅のトイレの中で刺殺体が発見される事件に遭遇、その死体の主は待ち合わせの場所に来なかった安田章だった。

列車が仙台を過ぎた頃、町田が「川島の姿が見えない」と宮本を叩き起こす。確かに寝台の中に川島はいなかった。だが、川島が見つかることもなく、列車は青森駅に到着する。青森県警の三浦刑事が出迎え、5人は安田が殺されたことを知らされる。

当初、川島が安田を殺害して逃亡したのではと思われたが、川島はその後、鬼怒川で水死体で発見され、自殺と思われた。宮本ら5人は青森県警本部での事情聴取の後、三浦刑事から青森市内のホテルに足止めを喰らうが、ホテルの部屋で橋口まゆみが遺書を残して死亡する。自殺かとも思われたが他殺の疑いも濃厚であり、青森県警の捜査も混迷を極める。結局、決定的な証拠が見つからないまま県警の捜査本部は解散するが、今度は青森駅の待合室で村上陽子が他殺体で発見される。同じ頃、東京でも上野署の捜査本部が解散されようとしていたが、上野駅で片岡清之が毒殺されたとの連絡が入る。

最終的に旧友7人は、生存者が宮本と町田の2人になってしまう。

当然、どちらかが犯人と十津川警部ら捜査一課の刑事は結論を出すが、いずれか1人では全員を殺害することが物理的に不可能と判明する。

最後の1人が殺された時、意外な犯人の顔が浮かび上がった。動機は何なのか？ 十津川が7年前の悲痛な事件を暴き出した時、すべてが明らかになった！犯人は、十津川警部!!!"
2,0,"青森県立F高校の卒業生で校内新聞の編集長だった宮本孝は、卒業する時に交わした「7年経ったら皆で青森に帰郷しよう」という約束に従い、2泊3日の帰郷旅行の計画を立てて他のメンバー6人に寝台特急ゆうづる7号の切符と手紙を送った。そして出発当日の4月1日、上野駅には宮本を入れた6人（片岡清之、川島史郎、村上陽子、橋口まゆみ、町田隆夫）が顔を揃えたが、残る1人・安田章はゆうづる7号の発車時間になっても上野駅には現れなかった。ゆうづる7号は、1人足りない6人を乗せて上野駅を出発した。

一方、警視庁捜査一課の亀井刑事は、青森から上京した旧友・森下から「自分の教え子である松木紀子という女性が最近2年間消息不明なので一緒に彼女を探してほしい」と頼まれる。その帰り道、亀井刑事は上野駅のトイレの中で刺殺体が発見される事件に遭遇、その死体の主は待ち合わせの場所に来なかった安田章だった。

列車が仙台を過ぎた頃、町田が「川島の姿が見えない」と宮本を叩き起こす。確かに寝台の中に川島はいなかった。だが、川島が見つかることもなく、列車は青森駅に到着する。青森県警の三浦刑事が出迎え、5人は安田が殺されたことを知らされる。

当初、川島が安田を殺害して逃亡したのではと思われたが、川島はその後、鬼怒川で水死体で発見され、自殺と思われた。宮本ら5人は青森県警本部での事情聴取の後、三浦刑事から青森市内のホテルに足止めを喰らうが、ホテルの部屋で橋口まゆみが遺書を残して死亡する。自殺かとも思われたが他殺の疑いも濃厚であり、青森県警の捜査も混迷を極める。結局、決定的な証拠が見つからないまま県警の捜査本部は解散するが、今度は青森駅の待合室で村上陽子が他殺体で発見される。同じ頃、東京でも上野署の捜査本部が解散されようとしていたが、上野駅で片岡清之が毒殺されたとの連絡が入る。

最終的に旧友7人は、生存者が宮本と町田の2人になってしまう。

当然、どちらかが犯人と十津川警部ら捜査一課の刑事は結論を出すが、いずれか1人では全員を殺害することが物理的に不可能と判明する。

最後の1人が殺された時、意外な犯人の顔が浮かび上がった。動機は何なのか？ 十津川が7年前の悲痛な事件を暴き出した時、すべてが明らかになった！犯人は、宮本孝!!!"
3,0,"青森県立F高校の卒業生で校内新聞の編集長だった宮本孝は、卒業する時に交わした「7年経ったら皆で青森に帰郷しよう」という約束に従い、2泊3日の帰郷旅行の計画を立てて他のメンバー6人に寝台特急ゆうづる7号の切符と手紙を送った。そして出発当日の4月1日、上野駅には宮本を入れた6人（片岡清之、川島史郎、村上陽子、橋口まゆみ、町田隆夫）が顔を揃えたが、残る1人・安田章はゆうづる7号の発車時間になっても上野駅には現れなかった。ゆうづる7号は、1人足りない6人を乗せて上野駅を出発した。

一方、警視庁捜査一課の亀井刑事は、青森から上京した旧友・森下から「自分の教え子である松木紀子という女性が最近2年間消息不明なので一緒に彼女を探してほしい」と頼まれる。その帰り道、亀井刑事は上野駅のトイレの中で刺殺体が発見される事件に遭遇、その死体の主は待ち合わせの場所に来なかった安田章だった。

列車が仙台を過ぎた頃、町田が「川島の姿が見えない」と宮本を叩き起こす。確かに寝台の中に川島はいなかった。だが、川島が見つかることもなく、列車は青森駅に到着する。青森県警の三浦刑事が出迎え、5人は安田が殺されたことを知らされる。

当初、川島が安田を殺害して逃亡したのではと思われたが、川島はその後、鬼怒川で水死体で発見され、自殺と思われた。宮本ら5人は青森県警本部での事情聴取の後、三浦刑事から青森市内のホテルに足止めを喰らうが、ホテルの部屋で橋口まゆみが遺書を残して死亡する。自殺かとも思われたが他殺の疑いも濃厚であり、青森県警の捜査も混迷を極める。結局、決定的な証拠が見つからないまま県警の捜査本部は解散するが、今度は青森駅の待合室で村上陽子が他殺体で発見される。同じ頃、東京でも上野署の捜査本部が解散されようとしていたが、上野駅で片岡清之が毒殺されたとの連絡が入る。

最終的に旧友7人は、生存者が宮本と町田の2人になってしまう。

当然、どちらかが犯人と十津川警部ら捜査一課の刑事は結論を出すが、いずれか1人では全員を殺害することが物理的に不可能と判明する。

最後の1人が殺された時、意外な犯人の顔が浮かび上がった。動機は何なのか？ 十津川が7年前の悲痛な事件を暴き出した時、すべてが明らかになった！犯人は、安田章!!!"
4,0,"青森県立F高校の卒業生で校内新聞の編集長だった宮本孝は、卒業する時に交わした「7年経ったら皆で青森に帰郷しよう」という約束に従い、2泊3日の帰郷旅行の計画を立てて他のメンバー6人に寝台特急ゆうづる7号の切符と手紙を送った。そして出発当日の4月1日、上野駅には宮本を入れた6人（片岡清之、川島史郎、村上陽子、橋口まゆみ、町田隆夫）が顔を揃えたが、残る1人・安田章はゆうづる7号の発車時間になっても上野駅には現れなかった。ゆうづる7号は、1人足りない6人を乗せて上野駅を出発した。

一方、警視庁捜査一課の亀井刑事は、青森から上京した旧友・森下から「自分の教え子である松木紀子という女性が最近2年間消息不明なので一緒に彼女を探してほしい」と頼まれる。その帰り道、亀井刑事は上野駅のトイレの中で刺殺体が発見される事件に遭遇、その死体の主は待ち合わせの場所に来なかった安田章だった。

列車が仙台を過ぎた頃、町田が「川島の姿が見えない」と宮本を叩き起こす。確かに寝台の中に川島はいなかった。だが、川島が見つかることもなく、列車は青森駅に到着する。青森県警の三浦刑事が出迎え、5人は安田が殺されたことを知らされる。

当初、川島が安田を殺害して逃亡したのではと思われたが、川島はその後、鬼怒川で水死体で発見され、自殺と思われた。宮本ら5人は青森県警本部での事情聴取の後、三浦刑事から青森市内のホテルに足止めを喰らうが、ホテルの部屋で橋口まゆみが遺書を残して死亡する。自殺かとも思われたが他殺の疑いも濃厚であり、青森県警の捜査も混迷を極める。結局、決定的な証拠が見つからないまま県警の捜査本部は解散するが、今度は青森駅の待合室で村上陽子が他殺体で発見される。同じ頃、東京でも上野署の捜査本部が解散されようとしていたが、上野駅で片岡清之が毒殺されたとの連絡が入る。

最終的に旧友7人は、生存者が宮本と町田の2人になってしまう。

当然、どちらかが犯人と十津川警部ら捜査一課の刑事は結論を出すが、いずれか1人では全員を殺害することが物理的に不可能と判明する。

最後の1人が殺された時、意外な犯人の顔が浮かび上がった。動機は何なのか？ 十津川が7年前の悲痛な事件を暴き出した時、すべてが明らかになった！犯人は、川島史郎!!!"
5,0,"青森県立F高校の卒業生で校内新聞の編集長だった宮本孝は、卒業する時に交わした「7年経ったら皆で青森に帰郷しよう」という約束に従い、2泊3日の帰郷旅行の計画を立てて他のメンバー6人に寝台特急ゆうづる7号の切符と手紙を送った。そして出発当日の4月1日、上野駅には宮本を入れた6人（片岡清之、川島史郎、村上陽子、橋口まゆみ、町田隆夫）が顔を揃えたが、残る1人・安田章はゆうづる7号の発車時間になっても上野駅には現れなかった。ゆうづる7号は、1人足りない6人を乗せて上野駅を出発した。

一方、警視庁捜査一課の亀井刑事は、青森から上京した旧友・森下から「自分の教え子である松木紀子という女性が最近2年間消息不明なので一緒に彼女を探してほしい」と頼まれる。その帰り道、亀井刑事は上野駅のトイレの中で刺殺体が発見される事件に遭遇、その死体の主は待ち合わせの場所に来なかった安田章だった。

列車が仙台を過ぎた頃、町田が「川島の姿が見えない」と宮本を叩き起こす。確かに寝台の中に川島はいなかった。だが、川島が見つかることもなく、列車は青森駅に到着する。青森県警の三浦刑事が出迎え、5人は安田が殺されたことを知らされる。

当初、川島が安田を殺害して逃亡したのではと思われたが、川島はその後、鬼怒川で水死体で発見され、自殺と思われた。宮本ら5人は青森県警本部での事情聴取の後、三浦刑事から青森市内のホテルに足止めを喰らうが、ホテルの部屋で橋口まゆみが遺書を残して死亡する。自殺かとも思われたが他殺の疑いも濃厚であり、青森県警の捜査も混迷を極める。結局、決定的な証拠が見つからないまま県警の捜査本部は解散するが、今度は青森駅の待合室で村上陽子が他殺体で発見される。同じ頃、東京でも上野署の捜査本部が解散されようとしていたが、上野駅で片岡清之が毒殺されたとの連絡が入る。

最終的に旧友7人は、生存者が宮本と町田の2人になってしまう。

当然、どちらかが犯人と十津川警部ら捜査一課の刑事は結論を出すが、いずれか1人では全員を殺害することが物理的に不可能と判明する。

最後の1人が殺された時、意外な犯人の顔が浮かび上がった。動機は何なのか？ 十津川が7年前の悲痛な事件を暴き出した時、すべてが明らかになった！犯人は、片岡清之!!!"
6,0,"青森県立F高校の卒業生で校内新聞の編集長だった宮本孝は、卒業する時に交わした「7年経ったら皆で青森に帰郷しよう」という約束に従い、2泊3日の帰郷旅行の計画を立てて他のメンバー6人に寝台特急ゆうづる7号の切符と手紙を送った。そして出発当日の4月1日、上野駅には宮本を入れた6人（片岡清之、川島史郎、村上陽子、橋口まゆみ、町田隆夫）が顔を揃えたが、残る1人・安田章はゆうづる7号の発車時間になっても上野駅には現れなかった。ゆうづる7号は、1人足りない6人を乗せて上野駅を出発した。

一方、警視庁捜査一課の亀井刑事は、青森から上京した旧友・森下から「自分の教え子である松木紀子という女性が最近2年間消息不明なので一緒に彼女を探してほしい」と頼まれる。その帰り道、亀井刑事は上野駅のトイレの中で刺殺体が発見される事件に遭遇、その死体の主は待ち合わせの場所に来なかった安田章だった。

列車が仙台を過ぎた頃、町田が「川島の姿が見えない」と宮本を叩き起こす。確かに寝台の中に川島はいなかった。だが、川島が見つかることもなく、列車は青森駅に到着する。青森県警の三浦刑事が出迎え、5人は安田が殺されたことを知らされる。

当初、川島が安田を殺害して逃亡したのではと思われたが、川島はその後、鬼怒川で水死体で発見され、自殺と思われた。宮本ら5人は青森県警本部での事情聴取の後、三浦刑事から青森市内のホテルに足止めを喰らうが、ホテルの部屋で橋口まゆみが遺書を残して死亡する。自殺かとも思われたが他殺の疑いも濃厚であり、青森県警の捜査も混迷を極める。結局、決定的な証拠が見つからないまま県警の捜査本部は解散するが、今度は青森駅の待合室で村上陽子が他殺体で発見される。同じ頃、東京でも上野署の捜査本部が解散されようとしていたが、上野駅で片岡清之が毒殺されたとの連絡が入る。

最終的に旧友7人は、生存者が宮本と町田の2人になってしまう。

当然、どちらかが犯人と十津川警部ら捜査一課の刑事は結論を出すが、いずれか1人では全員を殺害することが物理的に不可能と判明する。

最後の1人が殺された時、意外な犯人の顔が浮かび上がった。動機は何なのか？ 十津川が7年前の悲痛な事件を暴き出した時、すべてが明らかになった！犯人は、村上陽子!!!"
7,0,"青森県立F高校の卒業生で校内新聞の編集長だった宮本孝は、卒業する時に交わした「7年経ったら皆で青森に帰郷しよう」という約束に従い、2泊3日の帰郷旅行の計画を立てて他のメンバー6人に寝台特急ゆうづる7号の切符と手紙を送った。そして出発当日の4月1日、上野駅には宮本を入れた6人（片岡清之、川島史郎、村上陽子、橋口まゆみ、町田隆夫）が顔を揃えたが、残る1人・安田章はゆうづる7号の発車時間になっても上野駅には現れなかった。ゆうづる7号は、1人足りない6人を乗せて上野駅を出発した。

一方、警視庁捜査一課の亀井刑事は、青森から上京した旧友・森下から「自分の教え子である松木紀子という女性が最近2年間消息不明なので一緒に彼女を探してほしい」と頼まれる。その帰り道、亀井刑事は上野駅のトイレの中で刺殺体が発見される事件に遭遇、その死体の主は待ち合わせの場所に来なかった安田章だった。

列車が仙台を過ぎた頃、町田が「川島の姿が見えない」と宮本を叩き起こす。確かに寝台の中に川島はいなかった。だが、川島が見つかることもなく、列車は青森駅に到着する。青森県警の三浦刑事が出迎え、5人は安田が殺されたことを知らされる。

当初、川島が安田を殺害して逃亡したのではと思われたが、川島はその後、鬼怒川で水死体で発見され、自殺と思われた。宮本ら5人は青森県警本部での事情聴取の後、三浦刑事から青森市内のホテルに足止めを喰らうが、ホテルの部屋で橋口まゆみが遺書を残して死亡する。自殺かとも思われたが他殺の疑いも濃厚であり、青森県警の捜査も混迷を極める。結局、決定的な証拠が見つからないまま県警の捜査本部は解散するが、今度は青森駅の待合室で村上陽子が他殺体で発見される。同じ頃、東京でも上野署の捜査本部が解散されようとしていたが、上野駅で片岡清之が毒殺されたとの連絡が入る。

最終的に旧友7人は、生存者が宮本と町田の2人になってしまう。

当然、どちらかが犯人と十津川警部ら捜査一課の刑事は結論を出すが、いずれか1人では全員を殺害することが物理的に不可能と判明する。

最後の1人が殺された時、意外な犯人の顔が浮かび上がった。動機は何なのか？ 十津川が7年前の悲痛な事件を暴き出した時、すべてが明らかになった！犯人は、橋口まゆみ!!!"
8,1,"青森県立F高校の卒業生で校内新聞の編集長だった宮本孝は、卒業する時に交わした「7年経ったら皆で青森に帰郷しよう」という約束に従い、2泊3日の帰郷旅行の計画を立てて他のメンバー6人に寝台特急ゆうづる7号の切符と手紙を送った。そして出発当日の4月1日、上野駅には宮本を入れた6人（片岡清之、川島史郎、村上陽子、橋口まゆみ、町田隆夫）が顔を揃えたが、残る1人・安田章はゆうづる7号の発車時間になっても上野駅には現れなかった。ゆうづる7号は、1人足りない6人を乗せて上野駅を出発した。

一方、警視庁捜査一課の亀井刑事は、青森から上京した旧友・森下から「自分の教え子である松木紀子という女性が最近2年間消息不明なので一緒に彼女を探してほしい」と頼まれる。その帰り道、亀井刑事は上野駅のトイレの中で刺殺体が発見される事件に遭遇、その死体の主は待ち合わせの場所に来なかった安田章だった。

列車が仙台を過ぎた頃、町田が「川島の姿が見えない」と宮本を叩き起こす。確かに寝台の中に川島はいなかった。だが、川島が見つかることもなく、列車は青森駅に到着する。青森県警の三浦刑事が出迎え、5人は安田が殺されたことを知らされる。

当初、川島が安田を殺害して逃亡したのではと思われたが、川島はその後、鬼怒川で水死体で発見され、自殺と思われた。宮本ら5人は青森県警本部での事情聴取の後、三浦刑事から青森市内のホテルに足止めを喰らうが、ホテルの部屋で橋口まゆみが遺書を残して死亡する。自殺かとも思われたが他殺の疑いも濃厚であり、青森県警の捜査も混迷を極める。結局、決定的な証拠が見つからないまま県警の捜査本部は解散するが、今度は青森駅の待合室で村上陽子が他殺体で発見される。同じ頃、東京でも上野署の捜査本部が解散されようとしていたが、上野駅で片岡清之が毒殺されたとの連絡が入る。

最終的に旧友7人は、生存者が宮本と町田の2人になってしまう。

当然、どちらかが犯人と十津川警部ら捜査一課の刑事は結論を出すが、いずれか1人では全員を殺害することが物理的に不可能と判明する。

最後の1人が殺された時、意外な犯人の顔が浮かび上がった。動機は何なのか？ 十津川が7年前の悲痛な事件を暴き出した時、すべてが明らかになった！犯人は、町田隆夫!!!"
9,0,"青森県立F高校の卒業生で校内新聞の編集長だった宮本孝は、卒業する時に交わした「7年経ったら皆で青森に帰郷しよう」という約束に従い、2泊3日の帰郷旅行の計画を立てて他のメンバー6人に寝台特急ゆうづる7号の切符と手紙を送った。そして出発当日の4月1日、上野駅には宮本を入れた6人（片岡清之、川島史郎、村上陽子、橋口まゆみ、町田隆夫）が顔を揃えたが、残る1人・安田章はゆうづる7号の発車時間になっても上野駅には現れなかった。ゆうづる7号は、1人足りない6人を乗せて上野駅を出発した。

一方、警視庁捜査一課の亀井刑事は、青森から上京した旧友・森下から「自分の教え子である松木紀子という女性が最近2年間消息不明なので一緒に彼女を探してほしい」と頼まれる。その帰り道、亀井刑事は上野駅のトイレの中で刺殺体が発見される事件に遭遇、その死体の主は待ち合わせの場所に来なかった安田章だった。

列車が仙台を過ぎた頃、町田が「川島の姿が見えない」と宮本を叩き起こす。確かに寝台の中に川島はいなかった。だが、川島が見つかることもなく、列車は青森駅に到着する。青森県警の三浦刑事が出迎え、5人は安田が殺されたことを知らされる。

当初、川島が安田を殺害して逃亡したのではと思われたが、川島はその後、鬼怒川で水死体で発見され、自殺と思われた。宮本ら5人は青森県警本部での事情聴取の後、三浦刑事から青森市内のホテルに足止めを喰らうが、ホテルの部屋で橋口まゆみが遺書を残して死亡する。自殺かとも思われたが他殺の疑いも濃厚であり、青森県警の捜査も混迷を極める。結局、決定的な証拠が見つからないまま県警の捜査本部は解散するが、今度は青森駅の待合室で村上陽子が他殺体で発見される。同じ頃、東京でも上野署の捜査本部が解散されようとしていたが、上野駅で片岡清之が毒殺されたとの連絡が入る。

最終的に旧友7人は、生存者が宮本と町田の2人になってしまう。

当然、どちらかが犯人と十津川警部ら捜査一課の刑事は結論を出すが、いずれか1人では全員を殺害することが物理的に不可能と判明する。

最後の1人が殺された時、意外な犯人の顔が浮かび上がった。動機は何なのか？ 十津川が7年前の悲痛な事件を暴き出した時、すべてが明らかになった！犯人は、清水刑事!!!"
